s126_id,s126_data_1,s126_data_2,s101_id,s101_data_1,s101_data_2
126,101,1,101,-2.26947021484375,2.2794036865234375
126,101,0,101,43.80384826660156,-41.602996826171875
126,101,0,101,12.120498657226562,-11.424331665039062
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,9.857559204101562,-9.273147583007812
126,101,1,101,-2.370758056640625,2.372100830078125
126,101,1,101,-2.2335662841796875,2.2462310791015625
126,101,0,101,10.073898315429688,-9.479461669921875
126,101,0,101,10.077056884765625,-9.482391357421875
126,101,0,101,12.726028442382812,-12.019699096679688
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,13.757736206054688,-12.992218017578125
126,101,0,101,16.084442138671875,-15.22149658203125
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,8.941925048828125,-8.4014892578125
126,101,1,101,-2.26947021484375,2.2794036865234375
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,24.529556274414062,-23.242630004882812
126,101,0,101,9.728256225585938,-9.14984130859375
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,10.075531005859375,-9.480972290039062
126,101,0,101,27.034423828125,-25.600753784179688
126,101,0,101,17.788055419921875,-16.827713012695312
126,101,0,101,12.157684326171875,-11.477874755859375
126,101,0,101,10.073898315429688,-9.479461669921875
126,101,0,101,10.594589233398438,-9.969558715820312
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,1,101,-1.39166259765625,1.4388427734375
126,101,1,101,-2.1554718017578125,2.174072265625
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,39.45225524902344,-37.50004577636719
126,101,0,101,10.240966796875,-9.65045166015625
126,101,0,101,9.286697387695312,-8.722625732421875
126,101,0,101,18.659988403320312,-17.65899658203125
126,101,0,101,21.4503173828125,-20.33331298828125
126,101,0,101,31.419708251953125,-29.8409423828125
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,14.51190185546875,-13.722366333007812
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,13.291183471679688,-12.55853271484375
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,10.077056884765625,-9.482391357421875
126,101,1,101,-2.36968994140625,2.37115478515625
126,101,1,101,-2.2960052490234375,2.303924560546875
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,10.965576171875,-10.285491943359375
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,1,101,-2.3826751708984375,2.3826751708984375
126,101,0,101,57.05070495605469,-54.268341064453125
